time,pwv_mean,pwv_max,zwd_mean,station
2019-01-01,17.15,22.54,111.05,wuh2
2019-01-02,,,,wuh2
2019-01-03,19.30,25.45,124.96,wuh2
2019-01-04,16.98,21.64,109.97,wuh2
2019-01-05,12.83,19.21,83.10,wuh2
2019-01-06,14.47,17.81,93.68,wuh2
2019-01-07,14.31,17.80,92.69,wuh2
2019-01-08,24.86,28.45,160.98,wuh2
2019-01-09,22.04,27.95,142.74,wuh2
2019-01-10,19.46,23.22,126.03,wuh2
2019-01-11,12.49,22.30,80.89,wuh2
2019-01-12,,,,wuh2
2019-01-13,15.43,18.33,99.93,wuh2
2019-01-14,19.09,22.97,123.65,wuh2
2019-01-15,14.26,17.34,92.35,wuh2
2019-01-16,9.23,14.21,59.78,wuh2
2019-01-17,7.78,10.82,50.37,wuh2
2019-01-18,12.98,22.70,84.04,wuh2
2019-01-19,14.68,19.08,95.04,wuh2
2019-01-20,11.20,13.81,72.53,wuh2
2019-01-21,7.43,11.30,48.11,wuh2
2019-01-22,1.97,5.38,12.73,wuh2
2019-01-23,3.17,4.92,20.51,wuh2
2019-01-24,10.04,17.08,64.99,wuh2
2019-01-25,14.58,16.65,94.44,wuh2
2019-01-26,15.31,17.33,99.17,wuh2
2019-01-27,18.02,22.46,116.68,wuh2
2019-01-28,19.88,22.99,128.71,wuh2
2019-01-29,23.67,26.87,153.25,wuh2
2019-01-30,21.54,27.09,139.47,wuh2
2019-01-31,11.48,14.32,74.33,wuh2
2019-02-01,13.88,17.18,89.54,wuh2
2019-02-02,18.61,22.17,120.04,wuh2
2019-02-03,12.48,20.39,80.49,wuh2
2019-02-04,12.52,17.20,80.73,wuh2
2019-02-05,8.46,12.03,54.53,wuh2
2019-02-06,17.51,21.75,112.91,wuh2
2019-02-07,21.77,26.27,140.38,wuh2
2019-02-08,21.15,24.63,136.38,wuh2
2019-02-09,20.64,24.42,133.12,wuh2
2019-02-10,18.84,22.07,121.48,wuh2
2019-02-11,19.12,25.27,123.31,wuh2
2019-02-12,19.87,27.78,128.18,wuh2
2019-02-13,20.07,27.19,129.44,wuh2
2019-02-14,21.89,25.77,141.18,wuh2
2019-02-15,23.15,26.10,149.29,wuh2
2019-02-16,18.67,26.05,120.37,wuh2
2019-02-17,22.17,24.41,142.97,wuh2
2019-02-18,18.25,27.00,117.68,wuh2
2019-02-19,,,,wuh2
2019-02-20,,,,wuh2
2019-02-21,20.31,27.31,130.95,wuh2
2019-02-22,15.29,19.85,98.63,wuh2
2019-02-23,17.12,21.60,110.43,wuh2
2019-02-24,17.68,19.89,114.00,wuh2
2019-02-25,18.76,22.56,121.00,wuh2
2019-02-26,22.63,26.02,145.95,wuh2
2019-02-27,19.13,26.85,123.40,wuh2
2019-02-28,20.74,27.61,133.78,wuh2
2019-03-01,24.72,29.50,156.95,wuh2
2019-03-02,17.46,25.59,110.87,wuh2
2019-03-03,9.13,14.00,57.99,wuh2
2019-03-04,16.79,27.89,106.59,wuh2
2019-03-05,21.79,28.80,138.33,wuh2
2019-03-06,12.65,16.97,80.33,wuh2
2019-03-07,13.39,16.85,85.00,wuh2
2019-03-08,17.96,20.18,114.03,wuh2
2019-03-09,14.06,18.37,89.29,wuh2
2019-03-10,9.43,11.83,59.89,wuh2
2019-03-11,9.53,11.29,60.52,wuh2
2019-03-12,7.51,14.45,47.68,wuh2
2019-03-13,22.51,27.51,142.93,wuh2
2019-03-14,14.40,20.51,91.40,wuh2
2019-03-15,11.05,13.66,70.14,wuh2
2019-03-16,13.87,16.61,88.09,wuh2
2019-03-17,23.03,27.44,146.21,wuh2
2019-03-18,14.18,20.54,90.01,wuh2
2019-03-19,27.61,34.53,175.27,wuh2
2019-03-20,23.17,33.62,147.12,wuh2
2019-03-21,25.64,30.04,162.82,wuh2
2019-03-22,23.72,29.14,150.63,wuh2
2019-03-23,18.00,20.29,114.28,wuh2
2019-03-24,20.60,25.90,130.81,wuh2
2019-03-25,13.11,17.24,83.23,wuh2
2019-03-26,23.99,36.15,152.32,wuh2
2019-03-27,29.10,39.24,184.75,wuh2
2019-03-28,21.29,34.02,135.19,wuh2
2019-03-29,17.94,21.21,113.93,wuh2
2019-03-30,24.32,31.91,154.43,wuh2
2019-03-31,13.18,22.73,83.70,wuh2
2019-04-01,16.94,32.51,105.74,wuh2
2019-04-02,,,,wuh2
2019-04-03,,,,wuh2
2019-04-04,,,,wuh2
2019-04-05,15.33,17.68,95.70,wuh2
2019-04-06,14.12,16.71,88.18,wuh2
2019-04-07,15.50,21.06,96.80,wuh2
2019-04-08,31.27,45.66,195.26,wuh2
2019-04-09,33.86,44.88,211.40,wuh2
2019-04-10,28.97,33.73,180.87,wuh2
2019-04-11,18.68,24.46,116.62,wuh2
2019-04-12,21.18,36.02,132.23,wuh2
2019-04-13,29.76,33.67,185.80,wuh2
2019-04-14,22.35,33.09,139.52,wuh2
2019-04-15,23.55,30.59,147.01,wuh2
2019-04-16,14.08,21.99,87.93,wuh2
2019-04-17,15.41,34.56,96.20,wuh2
2019-04-18,,,,wuh2
2019-04-19,35.45,40.09,221.31,wuh2
2019-04-20,42.75,50.76,266.92,wuh2
2019-04-21,42.11,47.63,262.90,wuh2
2019-04-22,40.65,46.17,253.80,wuh2
2019-04-23,34.13,37.71,213.06,wuh2
2019-04-24,34.93,38.47,218.07,wuh2
2019-04-25,31.18,36.79,194.70,wuh2
2019-04-26,33.21,36.56,207.36,wuh2
2019-04-27,38.19,47.73,238.46,wuh2
2019-04-28,44.97,50.70,280.75,wuh2
2019-04-29,36.90,43.06,230.36,wuh2
2019-04-30,24.83,32.35,155.01,wuh2
2019-05-01,20.24,26.86,124.54,wuh2
2019-05-02,24.03,27.34,147.87,wuh2
2019-05-03,25.00,32.91,153.82,wuh2
2019-05-04,34.83,39.59,214.33,wuh2
2019-05-05,38.63,44.54,237.73,wuh2
2019-05-06,31.55,38.45,194.13,wuh2
2019-05-07,30.35,33.10,186.78,wuh2
2019-05-08,24.10,29.00,148.28,wuh2
2019-05-09,26.15,31.90,160.93,wuh2
2019-05-10,23.32,26.92,143.52,wuh2
2019-05-11,26.04,31.15,160.23,wuh2
2019-05-12,39.93,47.91,245.74,wuh2
2019-05-13,41.24,43.32,253.81,wuh2
2019-05-14,51.72,57.09,318.27,wuh2
2019-05-15,46.99,60.43,289.18,wuh2
2019-05-16,48.73,52.81,299.91,wuh2
2019-05-17,36.15,48.49,222.43,wuh2
2019-05-18,49.54,60.03,304.84,wuh2
2019-05-19,42.29,56.59,260.25,wuh2
2019-05-20,24.34,36.34,149.81,wuh2
2019-05-21,22.68,29.93,139.57,wuh2
2019-05-22,12.72,16.41,78.27,wuh2
2019-05-23,14.97,30.86,92.11,wuh2
2019-05-24,41.76,57.23,256.98,wuh2
2019-05-25,55.86,61.12,343.78,wuh2
2019-05-26,41.54,54.29,255.63,wuh2
2019-05-27,30.83,36.13,189.70,wuh2
2019-05-28,38.02,44.39,233.98,wuh2
2019-05-29,46.94,55.67,288.89,wuh2
2019-05-30,47.01,53.53,289.31,wuh2
2019-05-31,37.50,41.15,230.78,wuh2
2019-06-01,35.95,42.73,218.10,wuh2
2019-06-02,22.38,30.23,135.79,wuh2
2019-06-03,26.37,31.18,159.96,wuh2
2019-06-04,27.45,34.15,166.54,wuh2
2019-06-05,53.53,66.77,324.72,wuh2
2019-06-06,40.77,45.25,247.31,wuh2
2019-06-07,47.04,55.71,285.36,wuh2
2019-06-08,51.67,57.75,313.47,wuh2
2019-06-09,45.54,52.64,276.27,wuh2
2019-06-10,43.16,51.66,261.85,wuh2
2019-06-11,40.93,49.12,248.29,wuh2
2019-06-12,47.04,51.15,285.36,wuh2
2019-06-13,35.34,45.07,214.41,wuh2
2019-06-14,24.20,28.41,146.79,wuh2
2019-06-15,33.48,52.18,203.13,wuh2
2019-06-16,59.56,69.92,361.33,wuh2
2019-06-17,70.91,74.70,430.16,wuh2
2019-06-18,67.44,74.09,409.14,wuh2
2019-06-19,67.50,70.60,409.50,wuh2
2019-06-20,71.85,84.41,435.85,wuh2
2019-06-21,70.87,74.47,429.93,wuh2
2019-06-22,53.45,71.25,324.26,wuh2
2019-06-23,31.06,33.75,188.40,wuh2
2019-06-24,39.20,49.33,237.80,wuh2
2019-06-25,45.36,51.15,275.21,wuh2
2019-06-26,45.84,55.41,278.11,wuh2
2019-06-27,60.46,72.57,366.81,wuh2
2019-06-28,71.22,75.83,432.04,wuh2
2019-06-29,65.00,70.13,394.34,wuh2
2019-06-30,48.98,54.37,297.17,wuh2
2019-07-01,40.10,48.73,241.24,wuh2
2019-07-02,41.95,49.96,252.41,wuh2
2019-07-03,51.76,63.83,311.43,wuh2
2019-07-04,60.60,65.02,364.62,wuh2
2019-07-05,47.14,56.33,283.61,wuh2
2019-07-06,39.56,46.41,238.03,wuh2
2019-07-07,39.40,53.88,237.07,wuh2
2019-07-08,57.21,65.35,344.20,wuh2
2019-07-09,50.08,58.39,301.32,wuh2
2019-07-10,43.37,46.23,260.94,wuh2
2019-07-11,53.06,65.82,319.25,wuh2
2019-07-12,62.31,67.82,374.91,wuh2
2019-07-13,42.82,54.22,257.64,wuh2
2019-07-14,33.19,37.69,199.70,wuh2
2019-07-15,49.25,61.40,296.31,wuh2
2019-07-16,64.61,70.30,388.72,wuh2
2019-07-17,71.68,76.22,431.25,wuh2
2019-07-18,67.95,76.28,408.85,wuh2
2019-07-19,53.47,62.07,321.69,wuh2
2019-07-20,56.99,64.05,342.85,wuh2
2019-07-21,62.66,70.55,376.97,wuh2
2019-07-22,64.78,69.44,389.72,wuh2
2019-07-23,66.65,71.67,400.98,wuh2
2019-07-24,63.65,68.75,382.93,wuh2
2019-07-25,60.48,66.88,363.90,wuh2
2019-07-26,55.63,64.68,334.71,wuh2
2019-07-27,53.40,57.48,321.29,wuh2
2019-07-28,54.02,57.83,325.03,wuh2
2019-07-29,59.31,66.93,356.85,wuh2
2019-07-30,56.24,62.77,338.37,wuh2
2019-07-31,56.73,61.35,341.34,wuh2
2019-08-01,49.53,56.40,298.68,wuh2
2019-08-02,52.56,58.52,316.95,wuh2
2019-08-03,53.60,59.63,323.20,wuh2
2019-08-04,50.27,54.65,303.09,wuh2
2019-08-05,52.15,58.00,314.42,wuh2
2019-08-06,55.89,61.94,337.00,wuh2
2019-08-07,59.67,64.28,359.79,wuh2
2019-08-08,56.20,61.70,338.86,wuh2
2019-08-09,49.77,55.37,300.12,wuh2
2019-08-10,50.98,64.92,307.42,wuh2
2019-08-11,45.15,55.19,272.24,wuh2
2019-08-12,41.04,44.48,247.48,wuh2
2019-08-13,49.34,55.31,297.48,wuh2
2019-08-14,48.13,53.12,290.21,wuh2
2019-08-15,,,,wuh2
2019-08-16,31.12,37.13,187.61,wuh2
2019-08-17,45.95,52.35,277.06,wuh2
2019-08-18,41.74,52.55,251.71,wuh2
2019-08-19,37.85,44.66,228.21,wuh2
2019-08-20,43.85,49.22,264.38,wuh2
2019-08-21,50.19,56.16,302.65,wuh2
2019-08-22,59.12,64.05,356.46,wuh2
2019-08-23,60.69,65.04,365.92,wuh2
2019-08-24,51.99,57.70,313.47,wuh2
2019-08-25,58.55,68.46,353.04,wuh2
2019-08-26,61.44,67.16,370.49,wuh2
2019-08-27,60.90,68.45,367.20,wuh2
2019-08-28,55.07,70.77,332.06,wuh2
2019-08-29,29.76,41.69,179.42,wuh2
2019-08-30,23.55,27.09,142.02,wuh2
2019-08-31,42.95,52.38,258.97,wuh2
2019-09-01,46.95,51.50,288.10,wuh2
2019-09-02,42.99,48.60,263.76,wuh2
2019-09-03,35.74,40.69,219.31,wuh2
2019-09-04,42.30,47.54,259.53,wuh2
2019-09-05,39.26,46.86,240.88,wuh2
2019-09-06,28.57,35.24,175.27,wuh2
2019-09-07,20.75,26.08,127.29,wuh2
2019-09-08,28.53,32.41,175.06,wuh2
2019-09-09,33.74,43.98,207.05,wuh2
2019-09-10,,,,wuh2
2019-09-11,47.12,54.63,289.13,wuh2
2019-09-12,43.09,50.25,264.38,wuh2
2019-09-13,49.79,53.30,305.51,wuh2
2019-09-14,50.09,57.40,307.36,wuh2
2019-09-15,50.22,56.42,308.16,wuh2
2019-09-16,48.23,52.37,295.90,wuh2
2019-09-17,49.94,56.29,306.39,wuh2
2019-09-18,46.58,59.52,285.78,wuh2
2019-09-19,37.53,41.33,230.27,wuh2
2019-09-20,30.61,38.75,187.81,wuh2
2019-09-21,21.79,25.49,133.67,wuh2
2019-09-22,18.14,23.86,111.29,wuh2
2019-09-23,18.59,22.48,114.08,wuh2
2019-09-24,25.82,32.44,158.40,wuh2
2019-09-25,31.06,34.71,190.57,wuh2
2019-09-26,24.13,29.58,148.07,wuh2
2019-09-27,22.15,25.49,135.93,wuh2
2019-09-28,21.67,25.81,132.96,wuh2
2019-09-29,21.58,24.06,132.44,wuh2
2019-09-30,22.11,25.23,135.69,wuh2
2019-10-01,19.41,30.34,120.93,wuh2
2019-10-02,30.73,34.08,191.48,wuh2
2019-10-03,32.57,35.85,202.97,wuh2
2019-10-04,39.42,48.39,245.63,wuh2
2019-10-05,49.14,54.99,306.21,wuh2
2019-10-06,40.47,43.30,252.22,wuh2
2019-10-07,38.07,40.50,237.28,wuh2
2019-10-08,40.56,44.54,252.78,wuh2
2019-10-09,41.42,45.25,258.13,wuh2
2019-10-10,45.58,50.87,284.06,wuh2
2019-10-11,45.21,49.47,281.73,wuh2
2019-10-12,,,,wuh2
2019-10-13,37.59,41.18,234.25,wuh2
2019-10-14,36.82,40.07,229.43,wuh2
2019-10-15,35.01,40.93,218.16,wuh2
2019-10-16,34.34,41.48,214.00,wuh2
2019-10-17,23.17,27.57,144.42,wuh2
2019-10-18,14.91,17.36,92.93,wuh2
2019-10-19,,,,wuh2
2019-10-20,14.28,17.82,88.96,wuh2
2019-10-21,,,,wuh2
2019-10-22,27.65,32.95,172.30,wuh2
2019-10-23,23.13,27.12,144.16,wuh2
2019-10-24,25.20,33.51,157.07,wuh2
2019-10-25,31.97,35.73,199.26,wuh2
2019-10-26,30.50,33.06,190.10,wuh2
2019-10-27,24.02,32.10,149.72,wuh2
2019-10-28,12.59,15.65,78.44,wuh2
2019-10-29,10.39,12.45,64.73,wuh2
2019-10-30,11.35,14.26,70.72,wuh2
2019-10-31,12.71,16.19,79.20,wuh2
2019-11-01,14.14,17.34,89.47,wuh2
2019-11-02,,,,wuh2
2019-11-03,14.43,16.71,91.30,wuh2
2019-11-04,16.78,18.74,106.19,wuh2
2019-11-05,18.87,21.66,119.37,wuh2
2019-11-06,23.02,27.72,145.63,wuh2
2019-11-07,16.66,19.44,105.44,wuh2
2019-11-08,14.47,18.53,91.54,wuh2
2019-11-09,15.64,22.89,98.99,wuh2
2019-11-10,7.94,11.96,50.26,wuh2
2019-11-11,19.29,28.64,122.05,wuh2
2019-11-12,32.66,38.45,206.68,wuh2
2019-11-13,13.65,27.61,86.34,wuh2
2019-11-14,8.58,11.62,54.31,wuh2
2019-11-15,16.13,25.78,102.09,wuh2
2019-11-16,27.97,33.98,177.01,wuh2
2019-11-17,29.98,34.42,189.67,wuh2
2019-11-18,9.60,20.53,60.73,wuh2
2019-11-19,,,,wuh2
2019-11-20,14.08,18.86,89.09,wuh2
2019-11-21,17.72,23.33,112.14,wuh2
2019-11-22,18.97,21.14,120.05,wuh2
2019-11-23,22.04,24.47,139.49,wuh2
2019-11-24,,,,wuh2
2019-11-25,26.68,31.49,168.85,wuh2
2019-11-26,30.18,32.19,190.97,wuh2
2019-11-27,23.59,31.14,149.26,wuh2
2019-11-28,,,,wuh2
2019-11-29,21.43,23.95,135.63,wuh2
2019-11-30,21.46,25.43,135.76,wuh2
2019-12-01,14.22,20.83,91.32,wuh2
2019-12-02,8.40,13.55,53.95,wuh2
2019-12-03,9.39,10.93,60.33,wuh2
2019-12-04,8.82,12.66,56.65,wuh2
2019-12-05,10.04,12.26,64.52,wuh2
2019-12-06,10.39,12.26,66.75,wuh2
2019-12-07,9.61,12.50,61.70,wuh2
2019-12-08,10.95,13.96,70.35,wuh2
2019-12-09,8.63,11.92,55.46,wuh2
2019-12-10,7.74,10.60,49.71,wuh2
2019-01-01,32.29,35.19,202.62,hksl
2019-01-02,35.91,37.64,225.32,hksl
2019-01-03,40.18,44.02,252.16,hksl
2019-01-04,40.90,44.42,256.62,hksl
2019-01-05,39.61,45.19,248.57,hksl
2019-01-06,33.98,38.71,213.22,hksl
2019-01-07,35.91,38.25,225.31,hksl
2019-01-08,28.72,31.82,180.23,hksl
2019-01-09,29.28,32.34,183.76,hksl
2019-01-10,31.97,34.01,200.60,hksl
2019-01-11,30.72,33.55,192.80,hksl
2019-01-12,,,,hksl
2019-01-13,24.05,26.43,150.89,hksl
2019-01-14,26.85,31.21,168.50,hksl
2019-01-15,28.73,31.26,180.30,hksl
2019-01-16,28.91,32.63,181.43,hksl
2019-01-17,18.74,27.16,117.58,hksl
2019-01-18,22.00,26.95,138.05,hksl
2019-01-19,30.99,35.13,194.44,hksl
2019-01-20,29.90,32.06,187.61,hksl
2019-01-21,23.93,28.22,150.15,hksl
2019-01-22,13.84,18.08,86.86,hksl
2019-01-23,14.19,17.17,89.07,hksl
2019-01-24,13.20,16.75,82.84,hksl
2019-01-25,17.07,20.67,107.11,hksl
2019-01-26,18.69,21.43,117.26,hksl
2019-01-27,19.15,21.26,120.14,hksl
2019-01-28,18.39,21.93,115.42,hksl
2019-01-29,18.45,21.40,115.79,hksl
2019-01-30,24.54,29.73,153.97,hksl
2019-01-31,27.09,31.59,170.02,hksl
2019-02-01,27.29,30.35,170.66,hksl
2019-02-02,29.77,33.60,186.17,hksl
2019-02-03,32.78,35.34,204.98,hksl
2019-02-04,31.46,36.50,196.74,hksl
2019-02-05,26.04,29.74,162.84,hksl
2019-02-06,21.56,26.10,134.84,hksl
2019-02-07,24.80,28.64,155.07,hksl
2019-02-08,26.95,29.03,168.51,hksl
2019-02-09,28.40,30.67,177.60,hksl
2019-02-10,28.38,31.09,177.43,hksl
2019-02-11,28.46,30.54,177.94,hksl
2019-02-12,30.15,32.58,188.52,hksl
2019-02-13,30.25,33.45,189.17,hksl
2019-02-14,31.00,34.29,193.82,hksl
2019-02-15,31.59,35.49,197.56,hksl
2019-02-16,31.79,34.24,198.79,hksl
2019-02-17,31.90,37.07,199.49,hksl
2019-02-18,37.43,45.35,234.02,hksl
2019-02-19,37.46,47.16,234.26,hksl
2019-02-20,31.30,36.94,195.69,hksl
2019-02-21,34.33,39.95,214.64,hksl
2019-02-22,32.36,36.39,202.37,hksl
2019-02-23,36.99,40.92,231.31,hksl
2019-02-24,29.22,35.22,182.74,hksl
2019-02-25,32.71,35.28,204.56,hksl
2019-02-26,32.23,36.15,201.53,hksl
2019-02-27,36.88,40.73,230.62,hksl
2019-02-28,30.57,35.90,191.16,hksl
2019-03-01,33.89,36.86,211.16,hksl
2019-03-02,36.36,43.69,226.59,hksl
2019-03-03,28.59,43.61,178.15,hksl
2019-03-04,39.75,49.71,247.70,hksl
2019-03-05,38.88,43.89,242.28,hksl
2019-03-06,45.12,47.97,281.20,hksl
2019-03-07,41.76,45.85,260.25,hksl
2019-03-08,40.76,45.10,253.99,hksl
2019-03-09,40.03,46.46,249.45,hksl
2019-03-10,37.79,42.52,235.48,hksl
2019-03-11,25.07,35.44,156.22,hksl
2019-03-12,25.08,31.45,156.31,hksl
2019-03-13,35.71,44.08,222.55,hksl
2019-03-14,42.93,45.60,267.52,hksl
2019-03-15,36.16,40.84,225.31,hksl
